1;arms_factory;2946.00;10.70;1362.00;0.07;0
1;arms_factory;2947.00;9.70;1355.00;4.19;0
1;arms_factory;2947.00;9.70;1355.00;4.29;0
1;arms_factory;2950.00;12.23;1367.00;2.13;0
1;arms_factory;2947.00;13.68;1367.00;6.25;0
1;arms_factory;2947.00;13.68;1367.00;1.18;0
1;industrial_complex;2950.00;11.82;1359.00;4.20;0
1;industrial_complex;2944.00;9.78;1361.00;0.58;0
1;industrial_complex;2944.00;10.10;1363.00;4.70;0
1;industrial_complex;2947.00;9.68;1354.00;5.91;0
1;industrial_complex;2946.00;9.60;1356.00;2.64;0
1;industrial_complex;2951.00;11.57;1368.00;5.31;0
1;air_base;2951.00;11.57;1368.00;1.69;0
1;naval_base;2944.00;9.50;1354.00;-0.79;5579
1;naval_base;2948.00;9.50;1374.00;-3.00;5555
1;naval_base;2941.00;9.50;1370.00;-2.60;5555
1;bunker;2948.00;12.48;1363.00;0.13;0
1;bunker;2950.00;10.07;1372.00;3.15;0
1;bunker;2948.00;11.18;1360.00;4.36;0
1;coastal_bunker;2952.00;10.07;1358.00;-0.79;0
1;coastal_bunker;2952.00;10.20;1361.00;0.98;0
1;coastal_bunker;2944.00;10.25;1371.00;-2.60;0
1;dockyard;2952.00;10.07;1358.00;-0.79;0
1;anti_air_building;2944.00;9.78;1361.00;0.65;0
1;anti_air_building;2944.00;9.78;1361.00;3.31;0
1;anti_air_building;2944.00;10.50;1364.00;4.87;0
1;synthetic_refinery;2947.00;9.75;1356.00;2.71;0
1;radar_station;2948.00;13.38;1365.00;3.47;0
1;rocket_site;2948.00;11.88;1370.00;1.75;0
1;nuclear_reactor;2948.00;11.88;1370.00;3.32;0
2;arms_factory;3003.00;9.70;1356.00;4.29;0
2;arms_factory;2996.00;9.73;1363.00;2.13;0
2;arms_factory;2998.00;10.48;1371.00;6.25;0
2;arms_factory;3020.00;12.48;1362.00;1.18;0
2;arms_factory;2995.00;10.28;1369.00;4.20;0
2;arms_factory;3003.00;10.45;1370.00;0.58;0
2;industrial_complex;3008.00;11.03;1362.00;4.70;0
2;industrial_complex;3014.00;9.60;1349.00;5.91;0
2;industrial_complex;3013.00;11.10;1356.00;2.64;0
2;industrial_complex;3015.00;10.85;1354.00;5.31;0
2;industrial_complex;3015.00;10.73;1353.00;1.69;0
2;industrial_complex;3003.00;9.70;1356.00;4.35;0
2;air_base;2996.00;9.73;1363.00;1.09;0
2;naval_base;2999.00;9.50;1355.00;-0.46;5656
2;naval_base;2998.00;9.50;1356.00;-0.93;5656
2;naval_base;3011.00;9.50;1348.00;0.32;1452
2;naval_base;2987.00;9.50;1367.00;-0.90;5579
2;naval_base;3022.00;9.50;1347.00;0.17;1452
2;bunker;3008.00;11.53;1367.00;4.86;0
2;bunker;3009.00;10.53;1356.00;0.14;0
2;bunker;2995.00;10.15;1367.00;2.80;0
2;bunker;3020.00;10.73;1353.00;0.65;0
2;bunker;2998.00;10.03;1364.00;3.31;0
2;bunker;3012.00;11.85;1361.00;4.87;0
2;bunker;3004.00;9.68;1354.00;2.71;0
2;coastal_bunker;3004.00;9.50;1351.00;-0.46;0
2;coastal_bunker;2989.00;9.50;1364.00;-0.90;0
2;coastal_bunker;3009.00;9.50;1349.00;-0.90;0
2;coastal_bunker;2990.00;9.50;1363.00;-1.70;0
2;coastal_bunker;3021.00;9.50;1347.00;0.17;0
2;dockyard;3008.00;9.50;1350.00;-0.90;0
2;anti_air_building;2993.00;10.98;1372.00;1.76;0
2;anti_air_building;2998.00;10.85;1373.00;4.43;0
2;anti_air_building;2998.00;9.68;1359.00;0.81;0
2;synthetic_refinery;3016.00;10.28;1351.00;3.83;0
2;radar_station;3006.00;10.45;1362.00;0.01;0
2;rocket_site;2990.00;9.53;1365.00;2.87;0
2;nuclear_reactor;3009.00;10.68;1357.00;0.71;0
3;arms_factory;2928.00;13.43;1458.00;6.25;0
3;arms_factory;2932.00;13.95;1459.00;1.18;0
3;arms_factory;2927.00;15.07;1449.00;4.20;0
3;arms_factory;2921.00;13.53;1448.00;0.58;0
3;arms_factory;2928.00;15.40;1439.00;4.70;0
3;arms_factory;2914.00;9.50;1445.00;5.91;0
3;industrial_complex;2906.00;10.13;1450.00;2.64;0
3;industrial_complex;2913.00;10.10;1456.00;5.31;0
3;industrial_complex;2934.00;13.93;1457.00;1.69;0
3;industrial_complex;2923.00;14.18;1455.00;4.35;0
3;industrial_complex;2935.00;15.25;1447.00;1.09;0
3;industrial_complex;2924.00;16.63;1438.00;3.75;0
3;air_base;2931.00;14.55;1453.00;0.13;0
3;bunker;2906.00;9.68;1448.00;3.15;0
3;bunker;2933.00;14.05;1459.00;4.36;0
3;bunker;2915.00;10.68;1448.00;2.20;0
3;bunker;2923.00;13.75;1447.00;4.86;0
3;bunker;2923.00;10.48;1462.00;0.14;0
3;bunker;2933.00;16.02;1449.00;2.80;0
3;bunker;2911.00;10.45;1452.00;0.65;0
3;bunker;2927.00;13.85;1454.00;3.31;0
3;bunker;2922.00;15.70;1438.00;4.87;0
3;bunker;2917.00;10.48;1460.00;2.71;0
3;bunker;2929.00;16.23;1441.00;5.37;0
3;anti_air_building;2913.00;11.38;1441.00;1.75;0
3;anti_air_building;2925.00;14.05;1446.00;3.32;0
3;anti_air_building;2922.00;13.93;1449.00;1.16;0
3;synthetic_refinery;2921.00;14.03;1451.00;2.36;0
3;radar_station;2918.00;13.10;1451.00;4.88;0
3;rocket_site;2915.00;10.10;1458.00;1.76;0
3;nuclear_reactor;2912.00;10.30;1453.00;4.43;0
4;arms_factory;3055.00;10.35;1493.00;4.20;0
4;arms_factory;3062.00;10.85;1479.00;0.58;0
4;arms_factory;3065.00;10.28;1474.00;4.70;0
4;arms_factory;3063.00;11.03;1483.00;5.91;0
4;arms_factory;3055.00;10.30;1458.00;2.64;0
4;arms_factory;3042.00;13.15;1460.00;5.31;0
4;industrial_complex;3062.00;11.35;1482.00;1.69;0
4;industrial_complex;3060.00;11.10;1473.00;4.35;0
4;industrial_complex;3066.00;10.10;1480.00;1.09;0
4;industrial_complex;3055.00;10.40;1462.00;3.75;0
4;industrial_complex;3045.00;13.00;1463.00;0.13;0
4;industrial_complex;3054.00;10.32;1455.00;3.15;0
4;air_base;3045.00;14.63;1466.00;4.36;0
4;bunker;3062.00;9.95;1490.00;2.20;0
4;bunker;3062.00;11.05;1485.00;4.86;0
4;bunker;3049.00;11.23;1462.00;0.14;0
4;bunker;3061.00;10.35;1466.00;2.80;0
4;bunker;3058.00;11.75;1478.00;0.65;0
4;bunker;3039.00;13.23;1454.00;3.31;0
4;bunker;3053.00;10.78;1493.00;4.87;0
4;bunker;3049.00;12.23;1465.00;2.71;0
4;bunker;3051.00;14.30;1478.00;5.37;0
4;bunker;3060.00;10.20;1458.00;1.75;0
4;bunker;3069.00;9.70;1479.00;3.32;0
4;bunker;3045.00;12.90;1453.00;1.16;0
4;bunker;3042.00;13.20;1463.00;2.36;0
4;anti_air_building;3061.00;10.90;1472.00;5.38;0
4;anti_air_building;3063.00;10.75;1480.00;1.76;0
4;anti_air_building;3065.00;10.05;1486.00;4.43;0
4;synthetic_refinery;3051.00;10.70;1462.00;0.81;0
4;radar_station;3055.00;13.25;1473.00;3.71;0
4;rocket_site;3049.00;13.90;1471.00;0.21;0
4;nuclear_reactor;3053.00;10.35;1453.00;2.87;0
5;arms_factory;3113.00;9.80;1598.00;4.70;0
5;arms_factory;3104.00;9.80;1599.00;5.91;0
5;arms_factory;3136.00;9.70;1611.00;2.64;0
5;arms_factory;3135.00;9.70;1616.00;5.31;0
5;arms_factory;3151.00;9.80;1606.00;1.69;0
5;arms_factory;3140.00;9.60;1620.00;4.35;0
5;industrial_complex;3137.00;9.70;1610.00;1.09;0
5;industrial_complex;3115.00;9.68;1608.00;3.75;0
